Date	Open_TATASTEEL.NS	High_TATASTEEL.NS	Low_TATASTEEL.NS	Close_TATASTEEL.NS	Volume_TATASTEEL.NS	AdjClose_TATASTEEL.NS	Return_TATASTEEL.NS
2011-10-14	450.0	451.0	434.2	437.85	4378800	392.7729	-0.0342963990146
2011-10-17	441.0	443.4	433.4	440.05	2791000	394.7464	0.00502453198782
2011-10-18	430.3	434.8	423.05	429.25	3376500	385.0582	-0.0245428457359
2011-10-19	431.7	437.4	429.5	434.0	2370300	389.3192	0.0110658596545
2011-10-20	429.4	443.9	423.5	441.6	5657500	396.1368	0.017511594599
2011-10-21	443.6	445.0	431.05	433.0	3329200	388.4222	-0.0194745855472
2011-10-24	439.1	443.95	434.8	436.55	2478400	391.6067	0.00819855301782
2011-10-25	439.8	455.9	437.0	452.05	4935800	405.5109	0.0355055212283
2011-10-26	454.0	455.0	449.0	451.3	649000	404.8382	-0.00165889498901
2011-10-28	468.0	491.65	467.1	483.7	5438100	433.9026	0.071792632217
2011-10-31	479.95	488.65	475.05	482.8	4924500	433.0952	-0.00186078626862
2011-11-01	477.0	480.5	465.65	472.0	3003300	423.4071	-0.0223694467175
2011-11-02	463.55	472.5	459.1	467.85	3715500	419.6843	-0.00879248364045
2011-11-03	465.3	469.75	455.3	461.7	3872400	414.1675	-0.0131451188429
2011-11-04	467.6	476.25	465.1	467.15	4318500	419.0564	0.0118041613598
2011-11-08	470.35	472.0	464.0	467.4	2152100	419.2806	0.00053501151635
2011-11-09	470.8	475.3	444.1	447.6	5927100	401.5191	-0.0423618455039
2011-11-11	429.9	433.85	423.15	429.85	6098500	385.5965	-0.0396558968179
2011-11-14	435.0	437.95	409.55	412.5	5102500	370.0327	-0.0403629182319
2011-11-15	413.5	415.0	396.1	400.45	8112500	359.2232	-0.0292122831307
2011-11-16	400.1	417.4	393.65	405.95	7857300	364.157	0.013734636293
2011-11-17	406.9	415.5	398.0	400.1	5515500	358.9093	-0.0144105427055
2011-11-18	398.3	398.3	385.05	391.4	6077700	351.1049	-0.0217447695003
2011-11-21	388.9	391.3	376.85	379.7	4898200	340.6095	-0.0298924908197
2011-11-22	382.5	399.45	380.65	391.7	6250200	351.3741	0.0316039335368
2011-11-23	387.9	388.4	377.65	382.65	5008900	343.2558	-0.0231044348459
2011-11-24	381.0	389.0	367.0	385.6	7136300	345.9021	0.0077094108825
2011-11-25	379.7	381.0	372.15	374.95	4847000	336.3485	-0.0276193755401
2011-11-28	378.8	389.1	378.0	386.95	4715100	347.1131	0.0320043050586
2011-11-29	389.0	398.0	384.1	387.15	5443000	347.2925	0.000516834426589
2011-11-30	384.0	388.5	381.5	385.2	3483200	345.5432	-0.00503696451838
2011-12-01	401.4	410.2	398.0	402.65	7266200	361.1967	0.0453011374555
2011-12-02	400.0	422.85	397.1	419.1	6993800	375.9532	0.0408544707081
2011-12-05	416.8	417.4	409.0	411.15	4595200	368.8216	-0.0189693823593
2011-12-06	411.15	411.15	411.15	411.15	0	368.8216	0.0
2011-12-07	412.75	421.0	409.0	417.55	4710900	374.5628	0.0155663334252
2011-12-08	413.9	416.85	402.0	404.05	3765100	362.4526	-0.0323315609559
2011-12-09	395.0	404.4	391.05	397.55	4673800	356.6218	-0.0160870690402
2011-12-12	402.8	405.5	383.95	385.45	3701800	345.7675	-0.0304364455566
2011-12-13	380.95	395.0	373.2	392.6	6545600	352.1814	0.0185497480243
2011-12-14	391.95	392.5	374.5	375.75	5505800	337.0661	-0.0429190752266
2011-12-15	370.05	379.9	367.4	375.25	5837400	336.6176	-0.00133059954709
2011-12-16	378.0	381.8	362.45	364.95	5053200	327.378	-0.0274483568298
2011-12-19	364.0	364.95	354.0	363.6	4154000	326.167	-0.0036990879045
2011-12-20	365.3	366.55	340.6	342.75	6536800	307.4635	-0.0573433241254
2011-12-21	352.0	353.4	341.25	349.45	8415200	313.4737	0.0195476861481
2011-12-22	347.0	356.95	341.65	353.9	7167500	317.4656	0.012734401642
2011-12-23	355.9	358.6	345.0	347.3	6554300	311.5451	-0.0186492646762
2011-12-26	349.5	359.7	348.1	357.65	4553500	320.8295	0.0298011427559
2011-12-27	358.0	359.35	347.15	349.15	3106300	313.2046	-0.0237662060378
2011-12-28	347.65	350.7	343.0	346.85	3236300	311.1414	-0.00658738728614
2011-12-29	344.9	348.75	341.1	341.9	4850500	306.701	-0.0142713248703
2011-12-30	344.55	346.9	334.0	335.35	4128700	300.8254	-0.0191574204192
2012-01-02	337.9	346.0	332.1	341.1	3845800	305.9834	0.0171461585358
2012-01-03	345.0	363.8	344.2	361.85	5823100	324.5971	0.0608323850248
2012-01-04	364.0	367.5	356.3	363.95	5451200	326.481	0.00580381032363
2012-01-05	365.0	371.5	359.4	362.6	4174300	325.2699	-0.00370955737087
2012-01-06	359.0	367.8	350.2	363.65	4553100	326.2118	0.00289574903795
2012-01-09	362.5	365.8	354.55	361.75	3858900	324.5074	-0.00522482632449
2012-01-10	361.2	373.4	361.2	371.75	5218700	333.4779	0.027643437407
2012-01-11	373.65	384.4	371.3	383.0	5621700	343.5697	0.0302622752512
2012-01-12	383.0	392.5	380.8	388.85	4843700	348.8175	0.0152743388023
2012-01-13	392.0	424.9	391.9	415.7	12172100	372.9032	0.0690495746343
2012-01-16	412.5	429.4	408.2	421.75	7948800	378.3304	0.0145539110418
2012-01-17	423.5	448.4	423.05	442.75	8204400	397.1684	0.0497924565406
2012-01-18	443.6	445.05	421.35	424.9	7276400	381.1561	-0.0403161480118
2012-01-19	430.0	441.9	430.0	435.85	6538300	390.9788	0.0257708062392
2012-01-20	438.0	444.5	430.5	436.55	5911500	391.6067	0.00160596942852
2012-01-23	435.0	437.95	423.1	426.55	4509900	382.6362	-0.0229069114497
2012-01-24	428.0	440.0	421.7	432.35	5801100	387.8391	0.0135975111607
2012-01-25	435.0	446.9	434.0	444.85	7374300	399.0522	0.0289117316949
2012-01-26	444.85	444.85	444.85	444.85	0	399.0522	0.0
2012-01-27	450.0	462.6	447.5	458.75	5780800	411.5212	0.0312465386734
2012-01-30	456.0	456.4	437.0	442.3	4650400	396.7647	-0.0358584199307
2012-01-31	444.8	453.45	432.1	450.8	6603500	404.3896	0.0192176874606
2012-02-01	452.0	474.0	450.85	470.95	8208400	422.4652	0.0446984788926
2012-02-02	476.0	480.8	464.3	475.9	7992700	426.9056	0.0105106882176
2012-02-03	474.0	474.0	460.2	467.5	5885800	419.3704	-0.0176507405853
2012-02-06	474.7	478.0	463.05	467.25	5221700	419.1461	-0.000534849383743
2012-02-07	470.0	472.0	449.25	451.35	7493500	404.883	-0.0340289459928
2012-02-08	454.0	461.8	442.35	450.65	9581100	404.2551	-0.00155081838457
2012-02-09	447.9	454.35	440.0	452.15	9325900	405.6007	0.00332859127813
2012-02-10	434.0	478.4	432.6	475.05	20927900	426.1431	0.0506468553925
2012-02-13	476.0	488.85	466.5	485.2	6517500	435.2481	0.0213660622453
2012-02-14	483.0	491.8	481.35	487.95	6195300	437.715	0.00566780188127
2012-02-15	491.0	496.75	487.0	495.15	6471200	444.1738	0.0147557200461
2012-02-16	491.65	493.2	474.65	479.1	5391800	429.7761	-0.0324145638487
2012-02-17	484.0	489.0	470.5	478.0	5733300	428.7894	-0.00229584660478
2012-02-20	478.0	478.0	478.0	478.0	0	428.7894	0.0
2012-02-21	480.2	500.95	480.2	491.5	7654900	440.8995	0.0282425358463
2012-02-22	492.6	496.8	468.0	470.5	4506500	422.0615	-0.0427262902317
2012-02-23	470.0	478.9	460.4	471.4	6701700	422.8688	0.00191275442086
2012-02-24	473.15	480.9	466.35	475.5	5976500	426.5467	0.00869749671766
2012-02-27	477.95	477.95	438.6	442.4	6643600	396.8544	-0.0696109007525
2012-02-28	446.7	462.0	446.4	459.8	5189900	412.4631	0.0393310493723
2012-02-29	465.0	475.2	459.3	472.55	5538600	423.9004	0.0277292683879
2012-03-01	471.85	471.85	456.6	462.8	5010700	415.1542	-0.0206326769213
2012-03-02	465.9	472.5	460.25	465.9	3770600	417.9351	0.00669847492811
2012-03-05	465.0	465.0	448.6	450.7	3487300	404.2999	-0.0326251611793
2012-03-06	448.9	457.0	422.5	424.95	7319500	381.2009	-0.0571333309753
2012-03-07	422.1	429.8	415.95	423.8	7545500	380.1693	-0.00270618458666
2012-03-08	423.8	423.8	423.8	423.8	0	380.1693	0.0
2012-03-09	432.0	457.45	432.0	455.2	6535000	408.3367	0.0740917270279
2012-03-12	460.1	463.3	449.35	456.4	4644700	409.4131	0.00263605989861
2012-03-13	459.55	469.8	459.55	468.1	4056200	419.9086	0.0256354767349
2012-03-14	475.0	475.8	458.65	460.85	5732600	413.405	-0.0154881324174
2012-03-15	461.5	466.9	455.0	462.75	4959700	415.1094	0.00412283354096
2012-03-16	463.0	473.85	449.85	454.6	5610600	407.7984	-0.0176122246328
2012-03-19	455.0	463.5	446.2	448.2	3355100	402.0573	-0.0140782798559
2012-03-20	449.0	457.0	445.15	454.8	4406800	407.9778	0.0147255130052
2012-03-21	452.85	474.15	448.05	472.4	4988100	423.7659	0.0386984291792
2012-03-22	469.5	475.7	447.0	449.9	6844300	403.5823	-0.0476291273083
2012-03-23	449.15	455.4	442.75	448.5	4716600	402.3264	-0.00311188077376
2012-03-26	448.1	451.6	438.0	440.15	4441800	394.8361	-0.0186174707899
2012-03-27	449.9	450.65	438.6	447.0	4883700	400.9809	0.0155629133202
2012-03-28	444.9	457.9	441.4	455.1	5106300	408.247	0.0181208132357
2012-03-29	450.1	455.0	445.4	453.1	4082400	406.4529	-0.0043946434389
2012-03-30	453.7	474.65	453.2	471.75	4957000	423.1828	0.041160734737
2012-04-02	470.85	477.3	467.1	471.75	3277900	423.1828	0.0
2012-04-03	475.55	482.25	474.15	478.2	4199200	428.9688	0.0136725783751
2012-04-04	474.4	479.2	471.25	475.55	3122700	426.5916	-0.00554166177121
2012-04-05	475.55	475.55	475.55	475.55	0	426.5916	0.0
2012-04-06	475.55	475.55	475.55	475.55	0	426.5916	0.0
2012-04-09	472.4	472.4	455.75	459.75	2679400	412.4182	-0.0332247517298
2012-04-10	459.45	459.95	449.4	452.8	4369000	406.1837	-0.0151169371284
2012-04-11	448.3	454.8	443.6	446.35	4201700	400.3978	-0.0142445400936
2012-04-12	450.65	456.4	448.1	453.3	3096400	406.6323	0.0155707648743
2012-04-13	458.0	462.5	447.05	449.8	3106000	403.4926	-0.0077212262774
2012-04-16	447.3	456.9	445.0	455.15	2604000	408.2918	0.0118941462619
2012-04-17	464.9	464.9	451.4	461.55	2884300	414.0329	0.0140612669664
2012-04-18	464.45	471.5	462.8	465.2	4028900	417.3072	0.00790830873585
2012-04-19	466.65	469.65	461.55	467.15	2781900	419.0564	0.00419163628138
2012-04-20	465.6	474.5	464.05	470.3	3850400	421.8821	0.00674300643064
2012-04-23	470.0	479.3	459.65	462.85	4785500	415.1991	-0.0158409185884
2012-04-24	464.0	473.35	460.1	470.25	2345500	421.8372	0.0159877514185
2012-04-25	472.0	475.25	459.3	465.5	3057300	417.5763	-0.0101008161442
2012-04-26	466.0	474.45	463.5	466.8	3916400	418.7424	0.00279254354234
2012-04-27	466.7	468.7	454.35	461.15	2567000	413.6741	-0.0121036226568
2012-04-30	462.5	469.3	460.2	463.65	2697300	415.9167	0.00542117575164
2012-05-01	463.65	463.65	463.65	463.65	0	415.9167	0.0
2012-05-02	464.95	469.4	460.1	461.85	1654700	414.302	-0.00388226777141
2012-05-03	459.0	459.8	446.0	448.1	3162900	401.9676	-0.0297715193265
2012-05-04	444.1	445.95	428.7	432.5	4205200	387.9736	-0.0348137511581
2012-05-07	422.2	443.9	421.1	441.6	3997700	396.1368	0.0210406068867
2012-05-08	444.5	444.7	424.0	427.2	3329900	383.2193	-0.0326086846766
2012-05-09	421.6	432.4	414.25	417.45	4163500	374.4731	-0.0228229632485
2012-05-10	418.0	425.0	413.3	415.6	3855400	372.8135	-0.00443182701241
2012-05-11	412.0	419.9	409.0	412.0	3506000	369.5841	-0.00866223996717
2012-05-14	410.5	417.4	402.0	408.2	3250900	366.1754	-0.00922306993185
2012-05-15	405.35	420.0	404.3	418.15	3890100	375.101	0.0243752037958
2012-05-16	411.0	411.35	398.55	400.6	5110400	359.3578	-0.0419705625951
2012-05-17	403.4	409.8	402.0	405.85	3911800	364.0673	0.0131053228843
2012-05-18	397.1	402.0	390.0	399.95	6198100	358.7747	-0.0145374220645
2012-05-21	394.1	406.35	388.7	402.75	9588600	361.2864	0.007000772351
2012-05-22	407.35	409.9	396.9	399.3	4157100	358.1916	-0.00856605728862
2012-05-23	397.0	401.4	394.35	396.25	3445700	355.4556	-0.00763837007903
2012-05-24	398.7	402.5	391.4	398.65	3618100	357.6085	0.00605673394933
2012-05-25	397.65	410.5	396.0	408.6	4000500	366.5342	0.0249594179109
2012-05-28	409.0	415.5	408.0	411.85	3182500	369.4496	0.00795396445952
2012-05-29	413.1	419.0	410.5	415.8	3229000	372.9929	0.00959075338016
2012-05-30	412.0	414.6	407.55	410.3	2420600	368.0591	-0.0132275976299
2012-05-31	405.6	407.8	399.1	403.65	4218000	362.0938	-0.0162074514664
2012-06-01	404.0	407.4	395.1	397.9	3071800	356.9357	-0.0142452038671
2012-06-04	392.95	406.2	389.1	404.0	3180900	362.4078	0.0153307724613
2012-06-05	406.0	408.9	396.25	398.0	2389600	357.0255	-0.0148515015405
2012-06-06	402.0	411.5	402.0	410.0	2952300	367.79	0.0301505074568
2012-06-07	415.0	419.85	410.0	411.1	3836700	368.7768	0.00268305282906
2012-06-08	411.9	416.25	405.5	410.4	3449700	368.1489	-0.00170265591545
2012-06-11	416.0	419.0	406.75	409.9	2771200	367.7003	-0.00121852869858
2012-06-12	406.95	414.4	405.3	412.9	3009600	370.3915	0.0073190040911
2012-06-13	414.7	416.5	410.35	411.95	2928200	369.5393	-0.00230080873886
2012-06-14	412.0	416.75	406.0	406.95	2886100	365.0541	-0.0121372747093
2012-06-15	408.1	415.9	407.2	414.55	2534400	371.8716	0.0186753141521
2012-06-18	419.0	425.2	413.6	419.75	5415800	376.5363	0.012543845779
2012-06-19	421.0	425.0	415.3	420.25	3774800	376.9848	0.00119112021869
2012-06-20	423.9	429.4	421.1	426.8	3875900	382.8605	0.0155860395432
2012-06-21	424.35	431.95	422.8	430.15	2905500	385.8656	0.00784907296522
2012-06-22	424.9	426.9	416.5	418.6	3931200	375.5047	-0.0268510590216
2012-06-25	420.0	424.7	411.55	414.65	2514600	371.9613	-0.00943636657544
2012-06-26	412.0	412.5	405.5	410.5	4218300	368.2386	-0.0100082992505
2012-06-27	412.1	422.0	412.1	420.7	3272500	377.3885	0.024847748172
2012-06-28	421.1	430.95	420.15	429.05	4935400	384.8788	0.0198477166103
2012-06-29	434.45	444.0	432.5	441.45	4369600	396.0022	0.0289010462514
2012-07-02	444.0	454.5	441.65	446.95	4049100	400.936	0.0124590216923
2012-07-03	448.0	450.75	442.0	446.35	2438800	400.3978	-0.00134235888022
2012-07-04	448.0	455.6	447.1	451.8	3127700	405.2867	0.0122101070485
2012-07-05	451.4	453.8	448.5	451.6	2089500	405.1073	-0.000442649610757
2012-07-06	451.0	451.2	443.55	448.25	1897600	402.1022	-0.00741803467871
2012-07-09	445.0	445.0	435.2	437.6	2083600	392.5486	-0.0237591338719
2012-07-10	437.0	441.8	432.55	438.8	3775900	393.625	0.00274208085317
2012-07-11	437.05	443.35	435.1	436.0	3046500	391.1133	-0.00638094633217
2012-07-12	434.8	436.5	427.05	428.5	3517000	384.3854	-0.0172019207733
2012-07-13	430.0	433.0	424.1	425.0	3317100	381.2458	-0.00816784404402
2012-07-16	417.5	418.7	406.2	407.95	4011700	376.5841	-0.0122275445395
2012-07-17	411.0	413.65	404.85	405.8	3394300	374.5994	-0.00527027030615
2012-07-18	405.0	413.75	404.3	411.65	3357600	379.9996	0.0144159333944
2012-07-19	416.0	416.9	412.75	414.45	2692600	382.5843	0.0068018492651
2012-07-20	411.5	417.9	411.5	415.95	2338100	383.969	0.00361933304634
2012-07-23	412.0	412.4	398.0	399.5	2928500	368.7838	-0.0395479843425
2012-07-24	399.35	402.45	393.9	396.85	3333200	366.3375	-0.00663342587174
2012-07-25	396.0	397.8	385.7	386.5	5145500	356.7833	-0.0260803221073
2012-07-26	388.1	390.95	382.0	384.0	7446600	354.4755	-0.00646835207814
2012-07-27	390.0	402.8	389.65	399.15	5106600	368.4607	0.0394532203213
2012-07-30	404.0	411.6	402.3	410.35	3444200	378.7995	0.0280594375465
2012-07-31	411.25	416.65	401.0	414.45	4044600	382.5843	0.00999156545877
2012-08-01	415.0	416.8	407.95	409.55	2994500	378.061	-0.0118230152152
2012-08-02	409.1	410.35	402.6	405.95	3141300	374.7378	-0.00879011588077
2012-08-03	402.25	402.3	392.5	397.0	4108800	366.476	-0.0220468818465
2012-08-06	404.0	408.8	401.25	404.3	3027300	373.2147	0.0183878344012
2012-08-07	406.0	409.25	403.55	406.15	2709300	374.9225	0.00457591836549
2012-08-08	407.9	414.8	406.6	408.05	4525100	376.6764	0.00467803346025
2012-08-09	405.85	409.9	402.3	406.3	4225600	375.0609	-0.00428882722677
2012-08-10	405.1	406.9	398.6	400.1	3006200	369.3376	-0.0152596551653
2012-08-13	401.0	401.15	391.5	395.45	4206700	365.0452	-0.0116218874006
2012-08-14	390.0	406.9	388.6	406.1	6586400	374.8763	0.026931185508
2012-08-15	406.1	406.1	406.1	406.1	0	374.8763	0.0
2012-08-16	406.1	409.4	397.2	398.25	4331400	367.6299	-0.0193301096922
2012-08-17	399.25	401.85	392.0	394.8	4503200	364.4451	-0.00866306032235
2012-08-20	394.8	394.8	394.8	394.8	0	364.4451	0.0
2012-08-21	395.0	397.5	387.0	392.1	5620200	361.9527	-0.00683889013736
2012-08-22	392.1	396.5	389.2	392.55	3790300	362.3681	0.00114766376933
2012-08-23	395.9	403.4	395.0	398.55	4818900	367.9068	0.0152847339487
2012-08-24	396.0	396.1	385.8	387.8	5394400	357.9833	-0.0269728637796
2012-08-27	390.5	391.4	384.5	385.65	3345200	355.9986	-0.00554411337065
2012-08-28	389.4	389.4	373.1	378.2	4610700	349.1215	-0.019317772598
2012-08-29	375.5	379.25	373.0	374.4	2981200	345.6136	-0.0100477913849
2012-08-30	373.3	373.75	364.5	365.9	5615300	337.7671	-0.0227030996465
2012-08-31	366.0	368.6	358.1	361.4	4784100	333.6131	-0.0122984150913
2012-09-03	364.15	366.65	355.2	358.0	3653200	330.4746	-0.0094076041978
2012-09-04	357.7	364.95	355.55	363.7	3159000	335.7363	0.015921647231
2012-09-05	360.6	361.7	348.55	349.9	5638900	322.9973	-0.037943469324
2012-09-06	350.7	353.9	347.25	351.25	4704900	324.2435	0.00385823658588
2012-09-07	360.2	372.0	360.2	370.9	7130700	342.3827	0.0559431414971
2012-09-10	375.0	383.4	375.0	380.05	6092600	350.8292	0.0246697628122
2012-09-11	378.2	379.2	374.25	376.95	2445600	347.9676	-0.0081566756701
2012-09-12	381.95	388.0	376.2	387.15	4391500	357.3833	0.0270591284936
2012-09-13	388.0	390.45	382.25	387.6	3744800	357.7987	0.00116233746792
2012-09-14	399.7	408.0	399.15	405.0	7504500	373.8609	0.0448917226362
2012-09-17	410.0	415.15	404.05	409.95	6461500	378.4303	0.0122221927995
2012-09-18	408.0	409.9	404.0	405.3	3292700	374.1378	-0.0113429077957
2012-09-19	405.3	405.3	405.3	405.3	0	374.1378	0.0
2012-09-20	401.0	401.85	392.0	393.1	3792600	362.8758	-0.030101208699
2012-09-21	396.5	413.95	396.5	409.35	7042400	377.8764	0.0413381107255
2012-09-24	409.5	414.9	404.5	406.7	4380300	375.4302	-0.00647354531799
2012-09-25	406.5	408.4	396.65	400.35	4220500	369.5684	-0.0156135547966
2012-09-26	398.1	405.0	394.1	396.2	4609900	365.7375	-0.0103658754374
2012-09-27	396.2	402.4	395.0	396.3	5039900	365.8298	0.000252366793123
2012-09-28	401.0	409.6	398.8	400.9	5298600	370.0761	0.0116073102847
2012-10-01	401.9	402.6	393.0	398.95	3768300	368.2761	-0.00486386448625
2012-10-02	398.95	398.95	398.95	398.95	0	368.2761	0.0
2012-10-03	399.5	405.8	397.5	403.8	4246100	372.7531	0.0121566400861
2012-10-04	406.8	412.7	405.5	409.0	5192300	377.5533	0.012877693036
2012-10-05	412.6	414.05	339.0	410.55	5846500	378.9841	0.00378966360511
2012-10-08	409.0	417.9	405.8	407.65	7300500	376.3071	-0.00706362087486
2012-10-09	411.35	415.9	408.1	412.05	3590400	380.3688	0.0107935779049
2012-10-10	411.9	418.45	410.1	411.6	5006600	379.9534	-0.0010920979849
2012-10-11	414.4	421.9	410.2	420.25	6000600	387.9384	0.0210157350875
2012-10-12	422.3	426.5	419.4	420.95	5237200	388.5845	0.00166547060049
2012-10-15	420.05	422.55	416.0	418.9	3103400	386.6922	-0.00486972588974
2012-10-16	421.8	422.85	407.15	409.1	2990800	377.6457	-0.0233945758409
2012-10-17	414.9	414.9	404.2	407.2	3170600	375.8917	-0.00464456499836
2012-10-18	409.4	412.5	405.8	411.75	4069300	380.0919	0.0111739631389
2012-10-19	410.0	412.85	405.2	407.45	3094100	376.1225	-0.0104432638528
2012-10-22	405.2	410.4	403.1	407.85	2244300	376.4918	0.000981860962851
2012-10-23	404.0	409.9	403.65	404.4	1683700	373.307	-0.00845914837986
2012-10-24	404.4	404.4	404.4	404.4	0	373.307	0.0
2012-10-25	405.1	406.8	397.9	398.8	4391100	368.1376	-0.0138475838921
2012-10-26	397.5	401.85	396.65	399.8	1939000	369.0607	0.0025074863312
2012-10-29	401.0	404.3	399.1	402.05	1878800	371.1377	0.0056278005217
2012-10-30	402.05	403.7	392.5	393.05	2127600	362.8297	-0.0223852225198
2012-10-31	394.0	395.65	388.6	392.2	3827300	362.045	-0.00216272262166
2012-11-01	393.0	399.9	392.0	397.45	2478000	366.8914	0.0133861812758
2012-11-02	400.4	403.95	398.5	402.35	2575700	371.4146	0.0123284437847
2012-11-05	399.1	399.75	395.5	397.65	1709300	367.076	-0.0116812855499
2012-11-06	394.1	399.7	393.85	398.95	2429100	368.2761	0.0032693502163
2012-11-07	396.6	404.9	396.6	401.95	2427500	371.0454	0.00751962997327
2012-11-08	399.5	404.75	396.6	403.95	2267600	372.8916	0.00497567144075
2012-11-09	404.2	408.75	385.5	390.55	5756700	360.5219	-0.033172375028
2012-11-12	385.6	386.3	381.25	384.1	3787000	354.5678	-0.0165152241792
2012-11-13	385.9	387.5	384.1	385.9	748100	356.2294	0.00468626874747
2012-11-14	385.9	385.9	385.9	385.9	0	356.2294	0.0
2012-11-15	384.9	384.9	374.1	375.4	3370500	346.5367	-0.0272091523047
2012-11-16	375.0	379.9	369.15	370.1	3120200	341.6442	-0.0141182737644
2012-11-19	370.0	373.65	362.1	363.5	3631000	335.5517	-0.0178328799377
2012-11-20	368.0	368.3	359.1	360.55	3219500	332.8285	-0.00811558993741
2012-11-21	362.7	366.6	360.05	364.75	2352000	336.7056	0.0116489423231
2012-11-22	368.0	369.45	362.7	365.95	2956300	337.8133	0.00328981757357
2012-11-23	366.75	368.35	361.25	364.85	2231500	336.7979	-0.00300580231743
2012-11-26	365.25	374.2	365.25	371.85	2884700	343.2597	0.019185986611
2012-11-27	375.0	378.9	373.35	375.95	3178400	347.0445	0.0110260540343
2012-11-28	375.95	375.95	375.95	375.95	0	347.0445	0.0
2012-11-29	377.0	381.75	375.7	376.8	3962200	347.8291	0.00226080517052
2012-11-30	376.8	387.8	376.8	386.2	4819700	356.5064	0.0249470213964
2012-12-03	388.0	393.45	387.0	390.7	3458000	360.6604	0.0116519647333
2012-12-04	391.0	392.35	386.7	390.15	2417100	360.1526	-0.00140797270784
2012-12-05	394.6	399.9	392.65	398.2	3956100	367.5837	0.020633198261
2012-12-06	399.6	403.9	392.3	399.8	2605600	369.0607	0.00401813246888
2012-12-07	402.5	403.95	392.1	394.25	3525500	363.9374	-0.0138819982729
2012-12-10	395.0	400.9	394.55	400.3	2595400	369.5222	0.0153454962309
2012-12-11	402.65	402.9	392.7	396.1	3074400	365.6452	-0.0104919271427
2012-12-12	396.9	400.3	394.4	395.45	3133700	365.0452	-0.00164093498287
2012-12-13	396.6	397.65	387.2	388.65	3060700	358.768	-0.0171956787817
2012-12-14	389.0	400.05	387.0	397.0	2634900	366.476	0.0214846363109
2012-12-17	398.5	402.4	395.35	399.05	3119300	368.3683	0.00516350320348
2012-12-18	401.1	416.1	396.1	414.3	8339200	382.4458	0.0382158291036
2012-12-19	417.9	424.9	416.05	424.1	8834700	391.4924	0.0236545936705
2012-12-20	423.0	433.6	415.7	431.6	7697400	398.4157	0.0176843790582
2012-12-21	428.3	436.5	424.95	430.7	5817300	397.5849	-0.00208525919034
2012-12-24	430.1	435.9	426.9	428.6	4990700	395.6464	-0.00487568818635
2012-12-25	428.6	428.6	428.6	428.6	0	395.6464	0.0
2012-12-26	429.0	433.8	427.7	429.9	2434500	396.8464	0.00303301129493
2012-12-27	433.0	436.85	430.0	430.75	4210500	397.631	0.00197708735672
2012-12-28	431.85	433.6	426.3	428.55	2833100	395.6002	-0.00510724767435
2012-12-31	427.6	431.75	427.05	428.5	1836800	395.554	-0.000116784571898
2013-01-01	431.9	440.0	431.35	438.2	3104400	404.5083	0.0226373643042
2013-01-02	442.5	443.75	436.8	438.15	2596800	404.4621	-0.000114212736797
2013-01-03	440.0	444.6	438.85	442.3	3284000	408.293	0.00947159202308
2013-01-04	441.0	441.0	430.0	433.5	3645000	400.1696	-0.0198960060545
2013-01-07	434.9	448.0	430.2	440.9	6852100	407.0006	0.0170702622088
2013-01-08	439.8	440.05	430.1	433.35	3776300	400.0311	-0.0171240533798
2013-01-09	434.05	435.55	421.0	422.3	7470000	389.8307	-0.0254990174514
2013-01-10	424.95	426.85	418.25	420.5	4800600	388.1691	-0.00426236312327
2013-01-11	420.5	424.8	415.6	417.3	3351500	385.2152	-0.00760982777867
2013-01-14	418.1	424.5	413.35	423.8	2788100	391.2154	0.01557622856
2013-01-15	423.55	427.85	421.15	424.8	2983600	392.1385	0.00235956968974
2013-01-16	421.5	423.7	413.6	414.95	2370900	383.0459	-0.0231872157414
2013-01-17	411.35	420.5	408.85	418.7	4200700	386.5075	0.00903703707571
2013-01-18	419.6	423.0	413.4	415.0	2706700	383.092	-0.00883682722845
2013-01-21	415.0	419.05	411.5	414.1	2550300	382.2612	-0.00216866966682
2013-01-22	414.1	419.3	407.15	408.7	2556500	377.2764	-0.0130402980998
2013-01-23	410.4	413.65	402.6	407.55	3093100	376.2148	-0.00281385212539
2013-01-24	408.6	411.9	402.75	404.5	3137900	373.3993	-0.00748375661989
2013-01-25	404.7	408.25	398.55	406.75	3390400	375.4763	0.00556240999916
2013-01-28	407.7	410.4	404.65	405.65	2801900	374.4609	-0.00270429851365
2013-01-29	405.8	411.4	397.1	399.0	3858300	368.3222	-0.0163934338672
2013-01-30	400.95	408.5	399.6	406.25	3481000	375.0148	0.0181705039772
2013-01-31	405.0	407.1	401.45	404.9	2973700	373.7686	-0.00332306884955
2013-02-01	406.6	411.7	399.55	400.85	3255000	370.03	-0.0100024453633
2013-02-04	403.0	404.45	394.15	395.05	3801100	364.6759	-0.0144693673486
2013-02-05	392.0	397.9	391.6	394.75	2919000	364.399	-0.00075930435765
2013-02-06	396.4	402.8	396.4	397.45	3475400	366.8914	0.00683975532315
2013-02-07	397.5	398.0	389.6	390.4	2676000	360.3834	-0.0177382189934
2013-02-08	390.85	393.95	385.0	387.45	2988600	357.6603	-0.00755611939951
2013-02-11	390.05	390.4	384.05	384.8	2602400	355.214	-0.00683973032512
2013-02-12	385.1	387.5	382.2	384.9	2497900	355.3063	0.00025984336203
2013-02-13	385.1	387.7	375.1	376.0	4003900	347.0906	-0.0231228661017
