Date	Open_HSI	High_HSI	Low_HSI	Close_HSI	Volume_HSI	AdjClose_HSI	Return_HSI
2010-03-01	20853.080078	21056.929688	20853.080078	21056.929688	2585990000	21056.929688	0.0217495759551
2010-03-02	20921.439453	20961.830078	20847.460938	20906.109375	2296292200	20906.109375	-0.00716250256969
2010-03-03	21016.289062	21016.289062	20845.160156	20876.789062	1674115300	20876.789062	-0.00140247582532
2010-03-04	20983.810547	21000.130859	20575.779297	20575.779297	1910837600	20575.779297	-0.0144183937533
2010-03-05	20820.970703	20820.970703	20654.939453	20787.970703	2875176000	20787.970703	0.0103126789482
2010-03-08	21099.710938	21257.089844	21080.759766	21196.869141	2052899600	21196.869141	0.019669954506
2010-03-09	21153.619141	21277.660156	21128.929688	21207.550781	1421012500	21207.550781	0.000503925364116
2010-03-10	21293.519531	21293.519531	21156.089844	21208.289062	1257677200	21208.289062	3.48121764564e-05
2010-03-11	21333.060547	21333.060547	21059.060547	21228.199219	1402218700	21228.199219	0.000938791287774
2010-03-12	21249.800781	21260.070312	21116.839844	21209.740234	1164407200	21209.740234	-0.000869550205817
2010-03-15	21036.419922	21116.5	20964.310547	21079.099609	1143308800	21079.099609	-0.00615946369728
2010-03-16	21135.789062	21196.830078	20986.689453	21022.929688	1027809600	21022.929688	-0.00266472107642
2010-03-17	21183.599609	21440.179688	21159.429688	21384.490234	1612088200	21384.490234	0.0171983901086
2010-03-18	21429.689453	21440.810547	21287.369141	21330.669922	1341953000	21330.669922	-0.00251679190905
2010-03-19	21359.550781	21389.0	21257.800781	21370.820312	1347445900	21370.820312	0.00188228452959
2010-03-22	21120.429688	21120.429688	20899.689453	20933.25	1572548900	20933.25	-0.020475129434
2010-03-23	21070.650391	21211.080078	20971.560547	20987.779297	1253196700	20987.779297	0.00260491309281
2010-03-24	21203.5	21205.5	20974.050781	21008.619141	1282110100	21008.619141	0.000992951360175
2010-03-25	20799.050781	20800.949219	20659.279297	20778.550781	1456677500	20778.550781	-0.0109511414556
2010-03-26	20679.650391	21126.75	20679.650391	21053.109375	1863882000	21053.109375	0.0132135583898
2010-03-29	21148.050781	21318.230469	21125.910156	21237.429688	1394443900	21237.429688	0.00875501616967
2010-03-30	21230.529297	21450.980469	21202.169922	21374.789062	1749750800	21374.789062	0.00646779652801
2010-03-31	21366.619141	21446.800781	21230.289062	21239.349609	2159444200	21239.349609	-0.00633641120888
2010-04-01	21390.890625	21547.660156	21373.160156	21537.0	2059414400	21537.0	0.0140141010191
2010-04-05	21537.0	21537.0	21537.0	21537.0	0	21537.0	0.0
2010-04-06	21537.0	21537.0	21537.0	21537.0	0	21537.0	0.0
2010-04-07	21828.349609	21935.410156	21747.570312	21928.769531	2868746800	21928.769531	0.0181905340112
2010-04-08	21836.419922	21949.25	21813.349609	21867.039062	1712260400	21867.039062	-0.00281504481648
2010-04-09	22014.730469	22249.230469	21963.779297	22208.5	2129071600	22208.5	0.0156153257435
2010-04-12	22388.769531	22388.769531	22131.929688	22138.169922	1580086800	22138.169922	-0.00316680901457
2010-04-13	22216.109375	22290.669922	22008.050781	22103.529297	1868202800	22103.529297	-0.0015647465496
2010-04-14	22183.050781	22192.330078	22061.769531	22121.429688	1302086200	22121.429688	0.000809843114169
2010-04-15	22265.359375	22337.890625	22113.210938	22157.820312	1459714700	22157.820312	0.00164503942617
2010-04-16	22059.300781	22111.990234	21788.880859	21865.259766	2496724000	21865.259766	-0.0132034894173
2010-04-19	21557.779297	21582.130859	21283.300781	21405.169922	2348763400	21405.169922	-0.0210420479301
2010-04-20	21519.259766	21647.75	21507.470703	21623.380859	1422031800	21623.380859	0.0101943099632
2010-04-21	21732.759766	21740.640625	21475.980469	21510.929688	1624158100	21510.929688	-0.00520044352607
2010-04-22	21283.929688	21471.109375	21206.740234	21454.939453	1352022600	21454.939453	-0.00260287378612
2010-04-23	21385.160156	21442.769531	21232.150391	21244.490234	1306533600	21244.490234	-0.00980889363314
2010-04-26	21501.210938	21617.849609	21489.050781	21587.060547	1140597000	21587.060547	0.0161251368815
2010-04-27	21341.480469	21383.210938	21224.050781	21261.789062	1327490700	21261.789062	-0.0150678914478
2010-04-28	20853.830078	21021.669922	20853.830078	20949.400391	1788287200	20949.400391	-0.0146924922493
2010-04-29	20994.369141	21007.560547	20763.339844	20778.919922	1617080700	20778.919922	-0.00813772546317
2010-04-30	20934.070312	21121.519531	20920.150391	21108.589844	2387265600	21108.589844	0.0158655947103
2010-05-03	20799.789062	20886.849609	20773.970703	20811.359375	1312414100	20811.359375	-0.0140810196795
2010-05-04	20935.900391	21011.949219	20743.490234	20763.050781	1291199700	20763.050781	-0.00232126086189
2010-05-05	20390.119141	20505.660156	20293.230469	20327.539062	2384536200	20327.539062	-0.020975324079
2010-05-06	20177.470703	20303.220703	19888.490234	20133.410156	2153780000	20133.410156	-0.0095500446664
2010-05-07	19699.5	20037.599609	19699.5	19920.289062	2324807000	19920.289062	-0.0105854444105
2010-05-10	20118.949219	20491.949219	20035.599609	20426.640625	1820977600	20426.640625	0.0254188863135
2010-05-11	20346.539062	20398.429688	19977.099609	20146.509766	1888728800	20146.509766	-0.013713995568
2010-05-12	20175.740234	20237.859375	20003.490234	20212.490234	1157921500	20212.490234	0.00327503219001
2010-05-13	20411.550781	20526.580078	20273.990234	20422.460938	1340553400	20422.460938	0.0103881660087
2010-05-14	20258.449219	20352.800781	20130.779297	20145.429688	1366467100	20145.429688	-0.013565027782
2010-05-17	19832.029297	19832.029297	19593.5	19715.199219	1728648000	19715.199219	-0.0213562319426
2010-05-18	19768.800781	20013.330078	19672.390625	19944.939453	1350108900	19944.939453	0.0116529501654
2010-05-19	19552.160156	19785.859375	19546.220703	19578.980469	1293434300	19578.980469	-0.0183484630205
2010-05-20	19694.470703	19747.160156	19276.460938	19545.830078	1585500000	19545.830078	-0.00169316226922
2010-05-24	19470.279297	19757.439453	19470.279297	19667.759766	1641682500	19667.759766	0.0062381432517
2010-05-25	19317.240234	19328.359375	18974.519531	18985.5	2165693400	18985.5	-0.0346892464682
2010-05-26	19177.339844	19242.060547	19047.699219	19196.449219	2264630000	19196.449219	0.0111110699745
2010-05-27	19015.890625	19555.779297	18971.519531	19431.369141	2136796800	19431.369141	0.0122376757972
2010-05-28	19816.390625	19910.060547	19710.859375	19766.710938	2068737600	19766.710938	0.0172577544365
2010-05-31	19705.529297	19823.990234	19629.830078	19765.189453	1075849200	19765.189453	-7.69720873024e-05
2010-06-01	19600.570312	19805.599609	19463.349609	19496.949219	1098816400	19496.949219	-0.0135713464643
2010-06-02	19651.550781	19656.220703	19372.130859	19471.800781	1231922500	19471.800781	-0.001289865287
2010-06-03	19822.890625	19859.800781	19744.320312	19786.710938	1270634900	19786.710938	0.0161726262785
2010-06-04	19765.25	19841.679688	19658.660156	19780.070312	1011348700	19780.070312	-0.000335610401385
2010-06-07	19211.669922	19389.910156	19211.669922	19378.150391	1583714800	19378.150391	-0.0203194384378
2010-06-08	19459.740234	19510.089844	19333.099609	19487.480469	904490700	19487.480469	0.00564192535376
2010-06-09	19488.199219	19792.279297	19383.890625	19621.240234	1263124900	19621.240234	0.00686388192731
2010-06-10	19517.609375	19729.150391	19517.609375	19632.699219	962222800	19632.699219	0.000584009209578
2010-06-11	19995.640625	19995.640625	19834.230469	19872.380859	1146581300	19872.380859	0.01220828768
2010-06-14	20102.550781	20102.550781	20024.039062	20051.910156	954758200	20051.910156	0.00903411112507
2010-06-15	19998.529297	20142.099609	19970.910156	20062.150391	996054700	20062.150391	0.000510686259829
2010-06-17	20201.810547	20201.810547	20078.589844	20138.400391	1034862900	20138.400391	0.00380068928375
2010-06-18	20199.220703	20315.419922	20138.349609	20286.710938	1413431500	20286.710938	0.00736456442023
2010-06-21	20571.400391	20938.330078	20571.400391	20912.179688	3171247200	20912.179688	0.0308314517771
2010-06-22	20861.470703	20957.089844	20796.380859	20819.080078	1597804000	20819.080078	-0.00445193238529
2010-06-23	20718.660156	20866.880859	20689.150391	20856.609375	1362845100	20856.609375	0.00180263954312
2010-06-24	20797.439453	20901.150391	20710.150391	20733.490234	1067905400	20733.490234	-0.00590312350327
2010-06-25	20615.919922	20732.300781	20563.929688	20690.789062	1338524400	20690.789062	-0.0020595264723
2010-06-28	20718.080078	20862.380859	20687.269531	20726.679688	1171423600	20726.679688	0.00173461852482
2010-06-29	20727.449219	20738.150391	20190.880859	20248.900391	1781397200	20248.900391	-0.0230514150936
2010-06-30	19985.720703	20143.160156	19971.269531	20128.990234	1588071700	20128.990234	-0.00592181079884
2010-07-01	20128.990234	20128.990234	20128.990234	20128.990234	0	20128.990234	0.0
2010-07-02	20059.560547	20161.990234	19803.220703	19905.320312	1374627100	19905.320312	-0.011111830221
2010-07-05	19809.060547	19913.400391	19793.470703	19842.199219	1251615800	19842.199219	-0.00317106642901
2010-07-06	19777.830078	20084.119141	19777.830078	20084.119141	1204498500	20084.119141	0.0121921929787
2010-07-07	19948.150391	19948.150391	19800.230469	19857.070312	1083584000	19857.070312	-0.0113048935533
2010-07-08	20231.150391	20236.179688	20002.009766	20050.560547	1137900000	20050.560547	0.00974414815277
2010-07-09	20142.779297	20418.310547	20116.519531	20378.660156	1673574500	20378.660156	0.0163636127893
2010-07-12	20476.019531	20539.609375	20368.619141	20467.429688	1675481300	20467.429688	0.00435600433593
2010-07-13	20485.109375	20529.410156	20378.990234	20431.060547	1309265400	20431.060547	-0.00177692761399
2010-07-14	20722.220703	20722.220703	20512.240234	20560.810547	1562984100	20560.810547	0.00635062480979
2010-07-15	20530.289062	20665.619141	20226.259766	20255.619141	1591164000	20255.619141	-0.0148433548037
2010-07-16	20293.609375	20313.740234	20173.490234	20250.160156	1648123300	20250.160156	-0.000269504721727
2010-07-19	20007.880859	20127.560547	20007.880859	20090.949219	1040734400	20090.949219	-0.00786220631212
2010-07-20	20075.720703	20403.009766	20075.720703	20264.589844	1168031200	20264.589844	0.00864272877838
2010-07-21	20377.599609	20494.179688	20334.349609	20487.230469	1115583200	20487.230469	0.0109866830128
2010-07-22	20487.490234	20592.460938	20384.730469	20589.699219	951757400	20589.699219	0.00500159112063
2010-07-23	20847.849609	20847.849609	20728.410156	20815.330078	1641271300	20815.330078	0.0109584339528
2010-07-26	20944.630859	20963.080078	20826.980469	20839.910156	1139652600	20839.910156	0.00118086419518
2010-07-27	20965.539062	21008.779297	20824.050781	20973.390625	1118094600	20973.390625	0.00640504052085
2010-07-28	20961.550781	21199.550781	20902.160156	21091.179688	1350370800	21091.179688	0.00561611925826
2010-07-29	21091.169922	21130.740234	20970.929688	21093.820312	1014336800	21093.820312	0.000125200393675
2010-07-30	21008.460938	21095.900391	20945.630859	21029.810547	947166100	21029.810547	-0.00303452689239
2010-08-02	21221.429688	21439.220703	21221.429688	21412.789062	1646320600	21412.789062	0.0182112204075
2010-08-03	21610.179688	21610.179688	21409.810547	21457.660156	1419675100	21457.660156	0.00209552776474
2010-08-04	21567.330078	21621.820312	21427.509766	21549.880859	1243029800	21549.880859	0.00429779865696
2010-08-05	21577.130859	21618.580078	21462.230469	21551.720703	940912600	21551.720703	8.53760636561e-05
2010-08-06	21575.949219	21722.380859	21456.740234	21678.800781	1309182000	21678.800781	0.00589651655899
2010-08-09	21640.529297	21805.939453	21622.119141	21801.589844	999901600	21801.589844	0.00566401547025
2010-08-10	21764.230469	21765.580078	21446.800781	21473.599609	1257248200	21473.599609	-0.0150443264618
2010-08-11	21542.269531	21643.240234	21239.169922	21294.539062	1475898300	21294.539062	-0.00833863675678
2010-08-12	21039.419922	21124.980469	20926.480469	21105.710938	1695693200	21105.710938	-0.00886744359435
2010-08-13	21095.169922	21205.679688	21012.509766	21071.570312	1230389200	21071.570312	-0.00161760132602
2010-08-16	20881.949219	21209.460938	20881.949219	21112.119141	1053815500	21112.119141	0.00192433826239
2010-08-17	21081.310547	21161.730469	21015.009766	21137.429688	671736700	21137.429688	0.0011988634031
2010-08-18	21167.880859	21277.119141	20968.699219	21022.730469	1282606400	21022.730469	-0.00542635602782
2010-08-19	21094.699219	21297.619141	21023.300781	21072.460938	1336442900	21072.460938	0.00236555708467
2010-08-20	20929.720703	20997.390625	20868.240234	20981.820312	1096937300	20981.820312	-0.00430137829021
2010-08-23	20963.25	21035.009766	20845.699219	20889.009766	857934200	20889.009766	-0.00442337912631
2010-08-24	20759.349609	20937.529297	20651.269531	20658.710938	1243939200	20658.710938	-0.0110248800963
2010-08-25	20603.570312	20667.300781	20512.779297	20634.980469	1224482900	20634.980469	-0.00114869069378
2010-08-26	20603.179688	20664.759766	20567.330078	20612.060547	1026568000	20612.060547	-0.0011107314608
2010-08-27	20563.089844	20670.570312	20552.550781	20597.349609	1212734100	20597.349609	-0.000713705355486
2010-08-30	20797.009766	20832.359375	20668.810547	20737.220703	1056592500	20737.220703	0.00679073262605
2010-08-31	20539.220703	20608.550781	20372.289062	20536.490234	1329326000	20536.490234	-0.00967971898814
2010-09-01	20570.519531	20649.449219	20529.869141	20623.830078	1114882400	20623.830078	0.00425290996684
2010-09-02	20864.400391	20938.289062	20819.609375	20868.919922	1272295600	20868.919922	0.0118838180432
2010-09-03	20918.810547	21028.660156	20860.890625	20971.5	1340909700	20971.5	0.00491544739179
2010-09-06	21155.910156	21398.089844	21139.789062	21355.769531	1599558900	21355.769531	0.0183234165892
2010-09-07	21419.910156	21435.580078	21313.259766	21401.789062	1163804400	21401.789062	0.00215489921509
2010-09-08	21213.199219	21214.810547	21066.689453	21088.859375	1956624400	21088.859375	-0.0146216601843
2010-09-09	21169.820312	21248.580078	21122.730469	21167.269531	1086561300	21167.269531	0.00371808425509
2010-09-10	21310.720703	21332.439453	21092.810547	21257.390625	1125390400	21257.390625	0.0042575682172
2010-09-13	21396.900391	21714.359375	21395.570312	21658.349609	2035235400	21658.349609	0.0188620979439
2010-09-14	21760.730469	21763.730469	21656.449219	21696.039062	1515505900	21696.039062	0.00174018120865
2010-09-15	21819.949219	21819.949219	21633.070312	21725.640625	1104117600	21725.640625	0.00136437636913
2010-09-16	21694.210938	21726.009766	21525.710938	21691.449219	1482348700	21691.449219	-0.00157378125645
2010-09-17	21744.529297	21988.869141	21713.669922	21970.859375	1889361200	21970.859375	0.0128811197988
2010-09-20	21918.449219	22009.099609	21874.419922	21977.339844	1215077100	21977.339844	0.000294957465677
2010-09-21	22118.580078	22118.580078	21950.689453	22002.589844	1279489500	22002.589844	0.00114891065885
2010-09-22	22077.380859	22229.179688	22021.599609	22047.710938	1308382700	22047.710938	0.00205071740736
2010-09-24	21972.880859	22155.669922	21956.759766	22119.429688	1297378000	22119.429688	0.00325288871038
2010-09-27	22351.330078	22407.230469	22292.539062	22340.839844	1522320100	22340.839844	0.0100097588013
2010-09-28	22329.820312	22371.599609	22091.130859	22109.949219	1534385300	22109.949219	-0.0103349125016
2010-09-29	22314.560547	22439.189453	22300.089844	22378.669922	1945557600	22378.669922	0.0121538362815
2010-09-30	22287.080078	22381.330078	22202.429688	22358.169922	2329902800	22358.169922	-0.000916050867699
2010-10-04	22542.359375	22734.880859	22542.359375	22618.660156	2591989000	22618.660156	0.0116507851452
2010-10-05	22532.039062	22670.810547	22504.050781	22639.140625	1820436400	22639.140625	0.000905467824298
2010-10-06	23006.199219	23023.130859	22872.419922	22880.410156	3266486800	22880.410156	0.0106571859328
2010-10-07	22996.730469	22996.730469	22824.050781	22884.320312	2175196000	22884.320312	0.000170895363035
2010-10-08	22861.150391	23093.769531	22861.150391	22944.179688	1559428700	22944.179688	0.00261573755235
2010-10-11	23169.130859	23302.289062	23151.619141	23207.310547	2067039600	23207.310547	0.0114683053645
2010-10-12	23161.210938	23254.140625	23055.609375	23121.699219	1655482800	23121.699219	-0.00368898101426
2010-10-13	23329.320312	23471.660156	23035.570312	23457.689453	2514523800	23457.689453	0.0145313815744
2010-10-14	23685.259766	23866.869141	23614.400391	23852.169922	4144523600	23852.169922	0.0168166805086
2010-10-15	23733.789062	23862.539062	23650.300781	23757.630859	3594968800	23757.630859	-0.00396354140144
2010-10-18	23693.119141	23716.480469	23467.449219	23469.380859	2263839600	23469.380859	-0.0121329437986
2010-10-19	23551.310547	23768.089844	23551.310547	23763.730469	1616146200	23763.730469	0.012541856633
2010-10-20	23423.820312	23689.990234	23307.490234	23556.5	2639446200	23556.5	-0.00872045192022
2010-10-21	23736.789062	23736.789062	23450.830078	23649.480469	1713519600	23649.480469	0.00394712580392
2010-10-22	23647.320312	23667.419922	23465.759766	23517.539062	1259332100	23517.539062	-0.00557904040103
2010-10-25	23551.140625	23781.880859	23519.160156	23627.910156	1441732700	23627.910156	0.00469313960568
2010-10-26	23727.630859	23727.630859	23546.330078	23601.240234	1401312000	23601.240234	-0.00112874654694
2010-10-27	23543.730469	23708.669922	23148.179688	23164.580078	1882652400	23164.580078	-0.0185015766829
2010-10-28	23290.539062	23290.539062	23136.970703	23210.859375	1333725400	23210.859375	0.00199784743968
2010-10-29	23177.689453	23222.349609	22880.679688	23096.320312	1905046800	23096.320312	-0.00493471875166
2010-11-01	23366.820312	23656.650391	23366.820312	23652.939453	1709508800	23652.939453	0.0240999056768
2010-11-02	23608.179688	23724.869141	23566.880859	23671.419922	1622167200	23671.419922	0.000781318069863
2010-11-03	23802.060547	24163.839844	23684.990234	24144.669922	2699609200	24144.669922	0.0199924635514
2010-11-04	24377.070312	24550.080078	24345.929688	24535.630859	2315843600	24535.630859	0.0161924324608
2010-11-05	24905.429688	24931.849609	24732.900391	24876.820312	2815142000	24876.820312	0.0139058765173
2010-11-08	24838.220703	24988.570312	24732.519531	24964.369141	1811291000	24964.369141	0.00351929337841
2010-11-09	24858.339844	24963.259766	24687.300781	24710.599609	2258169600	24710.599609	-0.0101652691709
2010-11-10	24672.5	24692.539062	24421.029297	24500.609375	1945425200	24500.609375	-0.00849798213409
2010-11-11	24598.810547	24887.580078	24505.150391	24700.300781	1795744400	24700.300781	0.00815046691058
2010-11-12	24404.910156	24608.660156	24187.269531	24222.580078	2093440400	24222.580078	-0.0193406836312
2010-11-15	24371.769531	24382.140625	24002.650391	24027.179688	1668533900	24027.179688	-0.00806686939916
2010-11-16	24009.839844	24085.230469	23578.869141	23693.019531	1923820400	23693.019531	-0.0139075897105
2010-11-17	23432.230469	23618.240234	23192.490234	23214.460938	2171390000	23214.460938	-0.020198294792
2010-11-18	23437.800781	23671.509766	23327.289062	23637.390625	1718261200	23637.390625	0.0182183720798
2010-11-19	23625.310547	23686.419922	23252.330078	23605.710938	1903795800	23605.710938	-0.00134023621738
2010-11-22	23499.630859	23592.769531	23419.410156	23524.019531	1649739600	23524.019531	-0.00346066285462
2010-11-23	23290.279297	23322.169922	22871.109375	22896.140625	2174817200	22896.140625	-0.0266909702729
2010-11-24	23107.439453	23166.689453	22971.210938	23023.859375	1464288200	23023.859375	0.00557817809088
2010-11-25	23110.019531	23283.220703	23037.859375	23054.679688	1278446100	23054.679688	0.00133862496717
2010-11-26	23033.0	23107.669922	22782.980469	22877.25	1134013900	22877.25	-0.00769603787175
2010-11-29	22832.050781	23187.75	22785.279297	23166.220703	1211558300	23166.220703	0.0126313566097
2010-11-30	23122.400391	23199.439453	22844.529297	23007.990234	1711364400	23007.990234	-0.00683022367043
2010-12-01	22973.800781	23325.789062	22842.119141	23249.800781	1622216800	23249.800781	0.0105098509057
2010-12-02	23554.75	23575.380859	23388.740234	23448.779297	1727085200	23448.779297	0.00855828907414
2010-12-03	23555.759766	23611.039062	23286.539062	23320.519531	1638261100	23320.519531	-0.00546978434892
2010-12-06	23507.199219	23612.25	23213.710938	23237.689453	1448276400	23237.689453	-0.00355181100875
2010-12-07	23177.400391	23475.289062	23101.810547	23428.150391	1395045300	23428.150391	0.00819620807762
2010-12-08	23362.660156	23374.369141	22998.339844	23092.519531	1469118800	23092.519531	-0.0143259648926
2010-12-09	23167.869141	23269.359375	23083.160156	23171.800781	1359040600	23171.800781	0.00343320051732
2010-12-10	23091.519531	23202.289062	22965.900391	23162.910156	1351974400	23162.910156	-0.000383682955159
2010-12-13	23362.320312	23490.179688	23233.400391	23317.609375	1108577600	23317.609375	0.00667874709862
2010-12-14	23451.400391	23453.419922	23328.009766	23431.189453	1005933600	23431.189453	0.00487100011727
2010-12-15	23371.339844	23371.339844	22876.880859	22975.349609	1731628800	22975.349609	-0.0194544047759
2010-12-16	22949.779297	22992.070312	22598.960938	22668.779297	1490108700	22668.779297	-0.0133434449189
2010-12-17	22660.880859	22732.619141	22519.609375	22714.849609	1426267400	22714.849609	0.00203232434338
2010-12-20	22708.429688	22716.779297	22392.669922	22639.080078	1175563700	22639.080078	-0.00333568270555
2010-12-21	22711.460938	23025.470703	22671.609375	22993.859375	1262033000	22993.859375	0.0156711004059
2010-12-22	23039.849609	23160.439453	22990.689453	23045.189453	1191357100	23045.189453	0.00223233851973
2010-12-23	23139.580078	23151.380859	22867.929688	22902.970703	739929600	22902.970703	-0.00617129879926
2010-12-24	22932.5	22948.25	22776.619141	22833.800781	531784200	22833.800781	-0.00302012882508
2010-12-27	22833.800781	22833.800781	22833.800781	22833.800781	0	22833.800781	0.0
2010-12-28	22553.150391	22684.830078	22529.259766	22621.730469	1031032400	22621.730469	-0.00928756075408
2010-12-29	22725.380859	22981.519531	22663.800781	22969.300781	796503200	22969.300781	0.0153644440454
2010-12-30	22987.839844	23111.269531	22890.560547	22999.339844	979943400	22999.339844	0.00130779179072
2010-12-31	23079.839844	23102.050781	23012.5	23035.449219	643109600	23035.449219	0.00157001788942
2011-01-03	23135.640625	23443.529297	23057.519531	23436.050781	1066929900	23436.050781	0.017390655515
2011-01-04	23477.310547	23695.609375	23408.089844	23668.480469	1330693400	23668.480469	0.00991761326053
2011-01-05	23650.179688	23773.980469	23579.740234	23757.820312	1277768100	23757.820312	0.00377463365749
2011-01-06	23861.220703	23861.220703	23698.380859	23786.300781	1147689000	23786.300781	0.00119878291131
2011-01-07	23744.029297	23880.769531	23654.039062	23686.630859	1287345900	23686.630859	-0.00419022373078
2011-01-10	23715.470703	23783.830078	23481.800781	23527.259766	1087090700	23527.259766	-0.00672831412575
2011-01-11	23606.759766	23855.830078	23512.220703	23760.339844	1171815200	23760.339844	0.00990680939124
2011-01-12	23857.169922	24168.359375	23857.169922	24125.609375	1592876200	24125.609375	0.0153730768751
2011-01-13	24347.339844	24378.810547	24208.449219	24238.980469	2323232000	24238.980469	0.00469920126111
2011-01-14	24273.619141	24347.259766	24187.900391	24283.230469	1531630800	24283.230469	0.0018255718328
2011-01-17	24364.070312	24364.070312	24098.029297	24156.970703	1209066000	24156.970703	-0.00519946331528
2011-01-18	24189.830078	24382.009766	24104.339844	24153.980469	1286503700	24153.980469	-0.000123783484145
2011-01-19	24321.25	24434.400391	24243.880859	24419.619141	1356744900	24419.619141	0.0109977182577
2011-01-20	24248.320312	24248.320312	23963.859375	24003.699219	1531227300	24003.699219	-0.0170322034753
2011-01-21	23913.189453	24130.160156	23840.289062	23876.859375	1335216400	23876.859375	-0.00528417902769
2011-01-24	23970.300781	23970.300781	23751.720703	23801.779297	1201912500	23801.779297	-0.00314447041886
2011-01-25	23891.679688	23999.109375	23769.460938	23788.830078	1038887000	23788.830078	-0.000544044158986
2011-01-26	23802.880859	23976.369141	23662.179688	23843.240234	1318215100	23843.240234	0.00228721445408
2011-01-27	23771.119141	24023.679688	23734.699219	23779.619141	1585159500	23779.619141	-0.00266830734311
2011-01-28	23763.740234	23763.740234	23580.419922	23617.019531	1501890600	23617.019531	-0.00683777183461
2011-01-31	23314.689453	23520.539062	23285.599609	23447.339844	1962800000	23447.339844	-0.00718463592653
2011-02-01	23451.619141	23552.230469	23422.720703	23482.949219	1362605700	23482.949219	0.00151869573422
2011-02-02	23700.160156	23922.740234	23671.509766	23908.960938	1087497900	23908.960938	0.0181413209656
2011-02-07	23981.740234	23981.740234	23530.800781	23553.589844	1480979600	23553.589844	-0.0148635105859
